item	assessment	section	architecture	source_path	install_path	sha256	source_or_reason	current_payload	current_install_path	current_provider
RETAIN-DATA	configuration_or_resource	audio	data	vendor/etc/audio_param/VoIPv2UI_AudioParam.xml	vendor/etc/audio_param/VoIPv2UI_AudioParam.xml	6aca954d4a9acb6dcf58aa6e8dccd1e89098164e14cb6e5de4c9dd6967f9017b	Init, configuration, certificates, or tuning data; retain board/carrier values unless paired with a source migration	retained_unchanged	vendor/etc/audio_param/VoIPv2UI_AudioParam.xml	retained vendor payload
RETAIN-DATA	configuration_or_resource	audio	data	vendor/etc/audio_param/VoIPv2UI_ParamUnitDesc.xml	vendor/etc/audio_param/VoIPv2UI_ParamUnitDesc.xml	5f6ff89b701d6cf9c7d2085a99e8ce06c8046eb763cf3d789f73a87da16ae056	Init, configuration, certificates, or tuning data; retain board/carrier values unless paired with a source migration	retained_unchanged	vendor/etc/audio_param/VoIPv2UI_ParamUnitDesc.xml	retained vendor payload
RETAIN-DATA	configuration_or_resource	audio	data	vendor/etc/audio_param/VoIPv2_AudioParam.xml	vendor/etc/audio_param/VoIPv2_AudioParam.xml	a0a87cf4913468ad0890dc0ea2990b83ef9d7cb955b50dc80567f34e2006895d	Init, configuration, certificates, or tuning data; retain board/carrier values unless paired with a source migration	retained_unchanged	vendor/etc/audio_param/VoIPv2_AudioParam.xml	retained vendor payload
RETAIN-DATA	configuration_or_resource	audio	data	vendor/etc/audio_param/VoIPv2_ParamTreeView.xml	vendor/etc/audio_param/VoIPv2_ParamTreeView.xml	e29c787e5522bc4443e4aba77456610f5b1be021065a064cc08ba59e622ad085	Init, configuration, certificates, or tuning data; retain board/carrier values unless paired with a source migration	retained_unchanged	vendor/etc/audio_param/VoIPv2_ParamTreeView.xml	retained vendor payload
RETAIN-DATA	configuration_or_resource	audio	data	vendor/etc/audio_param/VoIPv2_ParamUnitDesc.xml	vendor/etc/audio_param/VoIPv2_ParamUnitDesc.xml	995fb7cd933eb067cfa28c4fbbefed471e3c169a86bc5c15b132508b9ca4a675	Init, configuration, certificates, or tuning data; retain board/carrier values unless paired with a source migration	retained_unchanged	vendor/etc/audio_param/VoIPv2_ParamUnitDesc.xml	retained vendor payload
RETAIN-DATA	configuration_or_resource	audio	data	vendor/etc/audio_param/VolumeGainMapUL_AudioParam.xml	vendor/etc/audio_param/VolumeGainMapUL_AudioParam.xml	30adb544fc73390568a55ce6cc19d4f1ea65475524af52e71462d4f4f302b7cd	Init, configuration, certificates, or tuning data; retain board/carrier values unless paired with a source migration	retained_unchanged	vendor/etc/audio_param/VolumeGainMapUL_AudioParam.xml	retained vendor payload
RETAIN-DATA	configuration_or_resource	audio	data	vendor/etc/audio_param/VolumeGainMapUL_ParamUnitDesc.xml	vendor/etc/audio_param/VolumeGainMapUL_ParamUnitDesc.xml	3571e70bcffa64e0069034dfbebe6bc1dec575fa98fb5a0dde98e0b74a363846	Init, configuration, certificates, or tuning data; retain board/carrier values unless paired with a source migration	retained_unchanged	vendor/etc/audio_param/VolumeGainMapUL_ParamUnitDesc.xml	retained vendor payload
RETAIN-DATA	configuration_or_resource	audio	data	vendor/etc/audio_param/VolumeGainMap_AudioParam.xml	vendor/etc/audio_param/VolumeGainMap_AudioParam.xml	db4bc7dd69052b9170f7715206f234bc1caf39bfd17b92353d4eddccf0bf77ad	Init, configuration, certificates, or tuning data; retain board/carrier values unless paired with a source migration	retained_unchanged	vendor/etc/audio_param/VolumeGainMap_AudioParam.xml	retained vendor payload
RETAIN-DATA	configuration_or_resource	audio	data	vendor/etc/audio_param/VolumeGainMap_ParamUnitDesc.xml	vendor/etc/audio_param/VolumeGainMap_ParamUnitDesc.xml	71ed9555f51fc0d0d7b29e72eb34827cc1f142b477dfacf6763f9d2354590fae	Init, configuration, certificates, or tuning data; retain board/carrier values unless paired with a source migration	retained_unchanged	vendor/etc/audio_param/VolumeGainMap_ParamUnitDesc.xml	retained vendor payload
RETAIN-DATA	configuration_or_resource	audio	data	vendor/etc/audio_param/Volume_AudioParam.xml	vendor/etc/audio_param/Volume_AudioParam.xml	aebee02644b450cd8562137c811f2da4d2035152c667bc9c414c587c75c81133	Init, configuration, certificates, or tuning data; retain board/carrier values unless paired with a source migration	retained_unchanged	vendor/etc/audio_param/Volume_AudioParam.xml	retained vendor payload
RETAIN-DATA	configuration_or_resource	audio	data	vendor/etc/audio_param/Volume_ParamUnitDesc.xml	vendor/etc/audio_param/Volume_ParamUnitDesc.xml	5ad71f9fcee7adfd452f905a537861837b64176e7b461d2d763ee354daf921d2	Init, configuration, certificates, or tuning data; retain board/carrier values unless paired with a source migration	retained_unchanged	vendor/etc/audio_param/Volume_ParamUnitDesc.xml	retained vendor payload
RETAIN-ELF	matching_source_unknown	camera	32	vendor/bin/hw/camerahalserver	vendor/bin/hw/camerahalserver	a2e6a6e874fbac1d4b10434df8df94db02eb2c1acfb5793ee0d2ab09c116c5c8	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/bin/hw/camerahalserver	retained vendor payload
RETAIN-DATA	configuration_or_resource	camera	data	vendor/etc/init/camerahalserver.rc	vendor/etc/init/camerahalserver.rc	2f616b01dc163b4b8c72819d0e4d7fa7649fa47b9ef91f7165ced33659464c77	Init, configuration, certificates, or tuning data; retain board/carrier values unless paired with a source migration	retained_unchanged	vendor/etc/init/camerahalserver.rc	retained vendor payload
RETAIN-ELF	matching_source_unknown	camera	32	vendor/lib/hw/android.hardware.camera.provider@2.4-impl-mediatek.so	vendor/lib/hw/android.hardware.camera.provider@2.4-impl-mediatek.so	216ca7f6ba2f50e8f2bb708c6dfb45ce9e33d81a76739964bddd365ca270c57e	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/hw/android.hardware.camera.provider@2.4-impl-mediatek.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	camera	32	vendor/lib/hw/vendor.mediatek.hardware.camera.ccap@1.0-impl.so	vendor/lib/hw/vendor.mediatek.hardware.camera.ccap@1.0-impl.so	774301db3e9ebc826ddd5b741b209df99757efa23820051269a4b13e765c597f	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/hw/vendor.mediatek.hardware.camera.ccap@1.0-impl.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	camera	32	vendor/lib/libmtkcam_device1.so	vendor/lib/libmtkcam_device1.so	0b51666b4a5171ad75d5f1523028cbdb685b04c6069348cf228faa7c46417277	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/libmtkcam_device1.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	camera	32	vendor/lib/lib3a.so	vendor/lib/lib3a.so	0d1bcada009ca7815545406435e6a08792baf0a0adf2f3256f09e412f4a437da	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/lib3a.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	camera	32	vendor/lib/lib3a_core1.so	vendor/lib/lib3a_core1.so	bd948601194868011a6d29f3b65149a1e69e973228202de9ec370582ef6529c2	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/lib3a_core1.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	camera	32	vendor/lib/lib3a_core2.so	vendor/lib/lib3a_core2.so	80a1dd265daedc23b6333c2609c13bcfe0a2581ad41b62722d18c00a6de784c6	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/lib3a_core2.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	camera	32	vendor/lib/lib3a_sample.so	vendor/lib/lib3a_sample.so	3ed92a757fb75518fb2c78462d4b924396e3887a927a862ae27a14e3c20fa45f	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/lib3a_sample.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	camera	32	vendor/lib/libJpgDecPipe.so	vendor/lib/libJpgDecPipe.so	5db36d91571a0857a73468db63523ef1b78f7dcc1ff9c897434c7bbbb6457fcc	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/libJpgDecPipe.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	camera	32	vendor/lib/libJpgEncPipe.so	vendor/lib/libJpgEncPipe.so	e54b0763d93788a683d41c370942697cd3098cdf6e1e1222c4556eb41b95528d	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/libJpgEncPipe.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	camera	32	vendor/lib/libSonyIMX230PdafLibrary.so	vendor/lib/libSonyIMX230PdafLibrary.so	d28118f8000000f418d66247693570feabc714bef3239e053ca7df845c1aaeef	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/libSonyIMX230PdafLibrary.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	camera	32	vendor/lib/libSwJpgCodec.so	vendor/lib/libSwJpgCodec.so	5ba052222bb3b62862eb326627fc16a5064334decc93b1c4f095c53563fe1a06	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/libSwJpgCodec.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	camera	32	vendor/lib/libacdk.so	vendor/lib/libacdk.so	51801f7562d11dd4758581a8520cce917bc0d785bd8ab1b4a07068b11275d558	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/libacdk.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	camera	32	vendor/lib/libbwc.so	vendor/lib/libbwc.so	1c48db4cb961c3028428bb0a6f538d8f229080c0c5c6086c3490155e2f3d98f8	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/libbwc.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	camera	32	vendor/lib/libcam.device1.so	vendor/lib/libcam.device1.so	2bb4d14b6c5733b744a77dae4c601fdd1f22cacb0dc3610528ce1989d25975be	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/libcam.device1.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	camera	32	vendor/lib/libcam.camadapter.so	vendor/lib/libcam.camadapter.so	4c4d2e7c8c73ffc9c2f499a340fc2b05129019b5a5652e4b14ad6a768e3ff39a	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/libcam.camadapter.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	camera	32	vendor/lib/libcam.camnode.so	vendor/lib/libcam.camnode.so	1b88c3a76aef5b2fbb9177391af28e21bd120599a6d30f7776005f3e8880d303	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/libcam.camnode.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	camera	32	vendor/lib/libcam.camshot.so	vendor/lib/libcam.camshot.so	f7cecd4041122209ccab56fd2d38caac159d45f83678a691b1b7b14a5a525ed6	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/libcam.camshot.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	camera	32	vendor/lib/libcam.client.so	vendor/lib/libcam.client.so	7e00209741c2e1a30bc7f371b1ed20f25bf7e79ab7295366700e2ae6d3b1a8bc	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/libcam.client.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	camera	32	vendor/lib/libcam.exif.so	vendor/lib/libcam.exif.so	0d5dba353c9780efdd3300c72734a9acfe0cf3394781b8bae98c28f5cb3ca12f	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/libcam.exif.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	camera	32	vendor/lib/libcam.exif.v3.so	vendor/lib/libcam.exif.v3.so	d54a685a4021af82e60ea627734c4205bf4620e6fef91f5fb87984ab539d56d2	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/libcam.exif.v3.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	camera	32	vendor/lib/libcam.hal3a.v3.dng.so	vendor/lib/libcam.hal3a.v3.dng.so	a650521038b1b8859e6267acede287056f7f2452257f132962352bade179dc04	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/libcam.hal3a.v3.dng.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	camera	32	vendor/lib/libcam.hal3a.v3.so	vendor/lib/libcam.hal3a.v3.so	f76b5cf44339fbc02ce512b2d1e0d763b763892715b263a75d3a9b722f38bffa	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/libcam.hal3a.v3.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	camera	32	vendor/lib/libcam.halsensor.so	vendor/lib/libcam.halsensor.so	e2d090b46c947521f12e32ba116e500f09aa8999d0d22b1ce8590051667b73d7	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/libcam.halsensor.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	camera	32	vendor/lib/libcam.iopipe.so	vendor/lib/libcam.iopipe.so	0b324080504bc9050446b7535d2a4598c283366dc0347df2bbb320e387c80f77	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/libcam.iopipe.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	camera	32	vendor/lib/libcam.metadataprovider.so	vendor/lib/libcam.metadataprovider.so	9d5f31be22674a04d406dae631b618cb9c105b5828e787af1f52bce45c3d2a49	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/libcam.metadataprovider.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	camera	32	vendor/lib/libcam.paramsmgr.so	vendor/lib/libcam.paramsmgr.so	c718ded972a72928e293e40f0079dd50834955f9948d003a98033f331bb79f64	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/libcam.paramsmgr.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	camera	32	vendor/lib/libcam.utils.sensorprovider.so	vendor/lib/libcam.utils.sensorprovider.so	e485178610a209ea0d76182d50b26b4b13b0d74e8c886b10b08c15995514d7cd	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/libcam.utils.sensorprovider.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	camera	32	vendor/lib/libcam.utils.so	vendor/lib/libcam.utils.so	480fd44544d650746905dbc92186f8a701e83f21889f1f44348c16035a4d7396	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/libcam.utils.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	camera	32	vendor/lib/libcam_platform.so	vendor/lib/libcam_platform.so	ffbc8037915aa72893ce89b023e0bd2037c08fc9b6a78e073c653387d84e9058	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/libcam_platform.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	camera	32	vendor/lib/libcam1_utils.so	vendor/lib/libcam1_utils.so	780f66dc7544d8e0d438da1d17c729fdc5cbde575dab3cefe213ee27065af134	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/libcam1_utils.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	camera	32	vendor/lib/libcam_hwutils.so	vendor/lib/libcam_hwutils.so	d1b723e20b4550285a1f422fde060742b15613c58e398d2d72d14ce026ba432e	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/libcam_hwutils.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	camera	32	vendor/lib/libcam_mmp.so	vendor/lib/libcam_mmp.so	69384295101d5b50f58639cb61fb9573ea6f7d99d7c3bacde896355820f6c5bd	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/libcam_mmp.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	camera	32	vendor/lib/libcam_utils.so	vendor/lib/libcam_utils.so	14175207990ff63cb4fabbb070244c01dba9dce23e1c85879ffb7bc7409f84a9	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/libcam_utils.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	camera	32	vendor/lib/libcamalgo.so	vendor/lib/libcamalgo.so	a28b70b09778aa9ca6c8d12b8b96b0dd0f5bfc194b0e065a6d61e815c586990c	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/libcamalgo.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	camera	32	vendor/lib/libcamdrv.so	vendor/lib/libcamdrv.so	6de4322b9626b7df9c8381ac8d6c2274ec5baeec09ced258204767b5fa84f66e	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/libcamdrv.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	camera	32	vendor/lib/libcameracustom.so	vendor/lib/libcameracustom.so	17fadfa73d765c129ffdde78e30f9bc785e9547ce7159bb9242132d17d52a140	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/libcameracustom.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	camera	32	vendor/lib/libccap.so	vendor/lib/libccap.so	76dac2a2b195f70160c7974e5e7b6c0074aacc0bd4215296661cb1c5ce407e40	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/libccap.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	camera	32	vendor/lib/libcustom_nvram.so	vendor/lib/libcustom_nvram.so	2c2b106eab86c0a577c04ebe1145f93cab6f98c62f6ad6c213b0647d59dfe630	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/libcustom_nvram.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	camera	32	vendor/lib/libdngop.so	vendor/lib/libdngop.so	c51a1bf96843f8d9354d95c0a85b716077694467d4a57bd23f2570454b83fbca	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/libdngop.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	camera	32	vendor/lib/libfeatureio.so	vendor/lib/libfeatureio.so	e758b7c3147e3f779405d92d52a5bcf3343917d84e8dae603f194dbcf3a09240	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/libfeatureio.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	camera	32	vendor/lib/libfeatureiodrv.so	vendor/lib/libfeatureiodrv.so	9cee280c77289e1b3e37521239f0b2bb575bcb8ed2b345538b7523df1d8e64c0	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/libfeatureiodrv.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	camera	32	vendor/lib/libimageio.so	vendor/lib/libimageio.so	3c2ec8bc60656a358e8909cb72461d2f84c9d41227533f99bd99e2c352149b90	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/libimageio.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	camera	32	vendor/lib/libimageio_plat_drv.so	vendor/lib/libimageio_plat_drv.so	64fcfefb2cd21b00c1d33e878c7584ec5599d563f36824c87363b46049376108	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/libimageio_plat_drv.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	camera	32	vendor/lib/libjpeg-alpha-oal_vendor.so	vendor/lib/libjpeg-alpha-oal_vendor.so	782986b1c717090416db9fe1e936a3f867af7167578550d204ce644683e134d8	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/libjpeg-alpha-oal_vendor.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	camera	32	vendor/lib/libjpeg-alpha_vendor.so	vendor/lib/libjpeg-alpha_vendor.so	6b424b25ec58d7967c5266bb1195f3b8dc4061e09147572fb44d293bd3681b80	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/libjpeg-alpha_vendor.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	camera	32	vendor/lib/libm4u.so	vendor/lib/libm4u.so	6b9172b7d82e599175de2e64dd4a2c600bf2f22fa6b32e298c2658552033988b	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/libm4u.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	camera	32	vendor/lib/libmhalImageCodec.so	vendor/lib/libmhalImageCodec.so	ec4ba7c2ed721d8fd8d6285f8151828aca7ab6c91b9469097f85ceff865c7613	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/libmhalImageCodec.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	camera	32	vendor/lib/libmtk_drvb.so	vendor/lib/libmtk_drvb.so	1428a765585e900efa5010d7ecdcee6031784401be313351740dbaeab9b5392c	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/libmtk_drvb.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	camera	32	vendor/lib/libmtkcam_debugutils.so	vendor/lib/libmtkcam_debugutils.so	9f71bc7a162d9e86a8e907c02e9d36c9379190f1f3adc5528585d0f6bc5852c4	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/libmtkcam_debugutils.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	camera	32	vendor/lib/libmtkcam_fwkutils.so	vendor/lib/libmtkcam_fwkutils.so	6fe3d535ef92e0862147a1f3e4ee2e4482ff89fe70d43d315cdf615e56eb8103	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/libmtkcam_fwkutils.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	camera	32	vendor/lib/libmtkcam_grallocutils.so	vendor/lib/libmtkcam_grallocutils.so	82c201989d4dbe0ee67e8c4e3b511dee23a3418c03a4911ba79aea9dced978c2	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/libmtkcam_grallocutils.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	camera	32	vendor/lib/libmtkcam_imgbuf.so	vendor/lib/libmtkcam_imgbuf.so	c5ebec17dc0192f6436432656648c58ead3218da64e3da75695a055da4099da4	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/libmtkcam_imgbuf.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	camera	32	vendor/lib/libmtkcam_metadata.so	vendor/lib/libmtkcam_metadata.so	0a6fcca2f7e0c1b6e07795a56563b0bb78cb6b404cb9ecbd614baca59e193d7f	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/libmtkcam_metadata.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	camera	32	vendor/lib/libmtkcam_stdutils.so	vendor/lib/libmtkcam_stdutils.so	31de03746f008d46486641f2f9303e3242b83adc4335f44b6f83e2f20280c24c	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/libmtkcam_stdutils.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	camera	32	vendor/lib/libmtkcam_sysutils.so	vendor/lib/libmtkcam_sysutils.so	bfa4ba002c42f7f48b14412edefbb671f9fa662f292fd9a2f4bb73136a1c2216	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/libmtkcam_sysutils.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	camera	32	vendor/lib/libmtkcam_ulog.so	vendor/lib/libmtkcam_ulog.so	946a52246412f3e5e5d10aa66ae7f4ab9d1fafce34861eb7e8799810f6a4da5b	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/libmtkcam_ulog.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	camera	32	vendor/lib/libn3d3a.so	vendor/lib/libn3d3a.so	694859616da79502355fd6b44629c583e9041685bdf86ecfaa567138a900d597	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/libn3d3a.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	camera	32	vendor/lib/libnvram.so	vendor/lib/libnvram.so	3c023bd7a4ecc18007d499ef718ac9b54728d1975c32c6ff821bb8a9ed5b6163	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/libnvram.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	camera	32	vendor/lib/libnvram_platform.so	vendor/lib/libnvram_platform.so	3bb9cd441eb784849d68c797aac51e01266674c49d5bd3e435433654bb059798	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/libnvram_platform.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	camera	32	vendor/lib/libnvram_sec.so	vendor/lib/libnvram_sec.so	da9fab54bb6b7590e12095c84be8116d546e26514da88e5e5ef0e6b1ae84569d	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/libnvram_sec.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	camera	32	vendor/lib/libnvramagentclient.so	vendor/lib/libnvramagentclient.so	98f24302a340817796a6069ff6766856bce828113d9b0fc4b6de5380e1e9f456	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/libnvramagentclient.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	camera	32	vendor/lib/vendor.mediatek.hardware.camera.ccap@1.0.so	vendor/lib/vendor.mediatek.hardware.camera.ccap@1.0.so	8d0f7bbb5f1fa44283355bcfaad508679c4dffbab1c848f5c517fa28b7c1dab3	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/vendor.mediatek.hardware.camera.ccap@1.0.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	camera	32	vendor/lib/vendor.mediatek.hardware.camera.device@1.1.so	vendor/lib/vendor.mediatek.hardware.camera.device@1.1.so	27ce32f05058909c0c08c6e234103c6ff679191d682a6058597f3bef91583b65	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/vendor.mediatek.hardware.camera.device@1.1.so	retained vendor payload
RETAIN-ELF	matching_source_unknown	camera	32	vendor/lib/vendor.mediatek.hardware.power@1.1.so	vendor/lib/vendor.mediatek.hardware.power@1.1.so	d18d543159fe20af07f298c25804901ba18d1d59463db784a198910780510f9d	No matching source implementation established in this bounded inventory; see family discussion	retained_unchanged	vendor/lib/vendor.mediatek.hardware.power@1.1.so	retained vendor payload
SR01	source_ready	connectivity	64	vendor/bin/hw/android.hardware.bluetooth@1.0-service-mediatek	vendor/bin/hw/android.hardware.bluetooth@1.0-service-mediatek	b2282f717a77a07ce772753a6e72e2dc0c7f04d557e721ed3f5589a7b9725de4	AOSP hardware/interfaces/bluetooth/1.0/default/service.cpp	removed_paired_source_provider	vendor/bin/hw/android.hardware.bluetooth@1.0-service	hardware/interfaces/bluetooth/1.0/default
SR10	source_abi_check	connectivity	64	vendor/bin/hw/android.hardware.wifi@1.0-service-lazy-mediatek	vendor/bin/hw/android.hardware.wifi@1.0-service-lazy-mediatek	07defdf638e5f5911954b01426c3c2b4ed824ddaa7dda3a6f639c43ba99c8ae3	AOSP hardware/interfaces/wifi/1.3/default with actual MTK wifi_hal_fn table adapter	retained_unchanged	vendor/bin/hw/android.hardware.wifi@1.0-service-lazy-mediatek	retained vendor payload
SR11	source_port	connectivity	64	vendor/bin/hw/hostapd	vendor/bin/hw/hostapd	9c1071b7bab791f23a6657599a7838b3279e51a5035df3570dac7237e3aeb2eb	AOSP external/wpa_supplicant_8; MTK driver commands/extension contract require closure	retained_unchanged	vendor/bin/hw/hostapd	retained vendor payload
SR11	source_port	connectivity	64	vendor/bin/hw/wpa_supplicant	vendor/bin/hw/wpa_supplicant	72305e511ccd675aba33dd0c2db2d17d020c9daf380574a24bf0e0d03a4b2592	AOSP external/wpa_supplicant_8; MTK driver commands/extension contract require closure	retained_unchanged	vendor/bin/hw/wpa_supplicant	retained vendor payload
